AB_School_Number,School_Name,Address,Postal_Code,Phone_Number,Email,Website,Grade_Level_A,Grade_Level_B,Grade_Level_C,Fench_Immersion,Spanish_Bilingual,Latitude,Longitude,School_Type
7254,Keheewin,1910 105 Street NW,T6J5J8,7804383874,keheewin@epsb.ca,http://keheewin.epsb.ca,Elementary,,,FALSE,FALSE,53.4485408,-113.5013575,Public
7052,Queen Elizabeth,9425 132 Avenue NW,T5E0Y4,7804768671,queene@epsb.ca,http://queene.epsb.ca,Senior,,,FALSE,FALSE,53.5920697,-113.4877776,Public
1460,Esther Starkman,2717 Terwillegar Way NW,T6R0G5,7804392717,estherstarkman@epsb.ca,http://estherstarkman.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.4449511,-113.5735076,Public
7168,Riverdale,8901 101 Avenue NW,T5H0B1,7804257600,riverdale@epsb.ca,http://riverdale.epsb.ca,Elementary,,,FALSE,FALSE,53.5437065,-113.4683927,Public
7505,Donnan,7803 87 Street NW,T6C3G6,7804668573,donnan@epsb.ca,http://donnan.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.5142314,-113.4613187,Public
7205,Glendale,9812 161 Street NW,T5P3H4,7804894300,glendale@epsb.ca,http://glendale.epsb.ca,Elementary,,,FALSE,FALSE,53.5363784,-113.5991292,Public
7527,Oliver,10227 118 Street NW,T5K2V4,7804881221,oliver@epsb.ca,http://oliver.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.5434668,-113.5249435,Public
,Centre for Education,1 Kingsway NW,T5H4G9,7804298000,info@epsb.ca,http://epsb.ca,Administration,,,FALSE,FALSE,53.55505,-113.49628,Public
7565,Ellerslie Campus,521 66 Street SW,T6X1A3,7809885556,ellerslie@epsb.ca,http://ellerslie.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.4256539,-113.4426902,Public
7169,R. J. Scott,11610 38 Street NW,T5W2H1,7804772897,rjscott@epsb.ca,http://abbott.epsb.ca,Elementary,,,FALSE,FALSE,53.5694109,-113.399973,Public
7512,Hardisty,10534 62 Street NW,T6A2M3,7804690426,hardisty@epsb.ca,http://hardisty.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.5482471,-113.4282103,Public
7509,Garneau,10925 87 Avenue NW,T6G0X4,7804331390,garneau@epsb.ca,http://garneau.epsb.ca,Elementary,,,FALSE,FALSE,53.5228714,-113.5127885,Public
7521,John A. McDougall,10930 107 Street NW,T5H2Z4,7804260205,mcdougall@epsb.ca,http://johnamcdougall.epsb.ca,Elementary,,,FALSE,FALSE,53.5552668,-113.5047732,Public
7571,S. Bruce Smith,5545 184 Street NW,T6M2L9,7804444946,sbsmith@epsb.ca,http://sbs.epsb.ca,Junior,,,FALSE,FALSE,53.4912973,-113.6403808,Public
18,Academy at King Edward,8525 101 Street NW,T6E3Z4,7804391368,academy@epsb.ca,http://kingedward.epsb.ca,Elementary,Junior,Senior,FALSE,FALSE,53.5214971,-113.4912456,Public
7212,Sherwood,9550 152 Street NW,T5P0B9,7804892600,sherwood@epsb.ca,http://sherwood.epsb.ca,Elementary,,,FALSE,FALSE,53.5323318,-113.5833298,Public
1344,Lillian Osborne,2019 Leger Road NW,T6R0R9,7803912450,lillianosborne@epsb.ca,http://lillianosborne.epsb.ca,Senior,,,FALSE,FALSE,53.457539,-113.579543,Public
7524,Mount Pleasant,10541 60A Avenue NW,T6H1K4,7804346766,mpleasant@epsb.ca,http://mountpleasant.epsb.ca,Elementary,,,FALSE,FALSE,53.4963063,-113.5009857,Public
7531,Parkview,14313 92 Avenue NW,T5R5B3,7804833415,parkview@epsb.ca,http://parkview.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.527296,-113.5674758,Public
7235,Satoo,8515 17 Avenue NW,T6K2C7,7804625125,satoo@epsb.ca,http://satoo.epsb.ca,Elementary,,,FALSE,FALSE,53.4473056,-113.4596763,Public
7270,Tipaskan,1200 Lakewood Road North NW,T6K4A3,7804625031,tipaskan@epsb.ca,http://tipaskan.epsb.ca,Elementary,,,FALSE,FALSE,53.4633302,-113.4569195,Public
7113,Calder,12950 118 Street NW,T5E5L2,7804544313,calder@epsb.ca,http://calder.epsb.ca,Elementary,,,FALSE,FALSE,53.5893117,-113.5251349,Public
7258,Pollard Meadows,1751 48 Street NW,T6L3J6,7804638680,pollard@epsb.ca,http://pollardmeadows.epsb.ca,Elementary,,,FALSE,FALSE,53.4472709,-113.4131427,Public
7053,Ross Sheppard,13546 111 Avenue NW,T5M2P2,7804485000,rsheppard@epsb.ca,http://shep.epsb.ca,Senior,,,TRUE,FALSE,53.5589749,-113.5581687,Public
7208,Lynnwood,15451 84 Avenue NW,T5R3Y1,7804894500,lynnwood@epsb.ca,http://lynnwood.epsb.ca,Elementary,,,FALSE,FALSE,53.5171284,-113.5874033,Public
7724,Learning Store at Blue Quill,284 Saddleback Road NW,T6J4R7,7804130263,learningstorebluequill@epsb.ca,http://outreach.epsb.ca,Special,,,FALSE,FALSE,53.4612007,-113.5275054,Public
7242,Lorelei,16230 103 Street NW,T5X3A9,7804564488,lorelei@epsb.ca,http://lorelei.epsb.ca,Elementary,,,FALSE,FALSE,53.6231079,-113.5008316,Public
7575,Major General Griesbach,304 Griesbach School Road NW,T5E6R8,7804569482,griesbach@epsb.c,http://majorgeneralgriesbach.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.6049695,-113.495877,Public
7059,Harry Ainlay,4350 111 Street NW,T6J1E8,7804132700,hainlay@epsb.ca,http://ainlay.ca,Senior,,,TRUE,FALSE,53.479376,-113.518188,Public
7220,Grace Martin,8210 36 Avenue NW,T6K0C7,7804627121,gmartin@epsb.ca,http://gmartin.epsb.ca,Elementary,,,FALSE,FALSE,53.4700014,-113.4596365,Public
7567,Horse Hill,19355 Meridian Street NE,T5Y6E5,7804726029,horsehill@epsb.ca,http://horsehill.epsb.ca,Elementary,,,FALSE,FALSE,53.6577088,-113.3442962,Public
7559,Dickinsfield,14320 88A Street NW,T5E6B6,7804764646,dickinsfield@epsb.ca,http://dickinsfield.epsb.ca,Junior,,,TRUE,FALSE,53.6052529,-113.4765424,Public
7241,Steinhauer,10717 32A Avenue NW,T6J4A6,7804371080,steinhauer@epsb.ca,http://steinhauer.epsb.ca,Elementary,,,FALSE,FALSE,53.464688,-113.506579,Public
7238,Sifton,4305 134 Avenue NW,T5A3R5,7804767953,sifton@epsb.ca,http://sifton.epsb.ca,Elementary,,,FALSE,FALSE,53.5947369,-113.4084869,Public
7911,Talmud Torah,6320 172 Street NW,T5T6H1,7804879290,talmudt@epsb.ca,http://talmud.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.4993385,-113.6209867,Public
7239,Kameyosek,250 Lakewood Road East NW,T6K3L4,7804628724,kameyosek@epsb.ca,http://kameyosek.epsb.ca,Elementary,,,FALSE,FALSE,53.4610917,-113.4406663,Public
7075,J. Percy Page,2707 Mill Woods Road NW,T6K4A6,7804623322,jpercypage@epsb.ca,http://jpercypage.epsb.ca,Senior,,,FALSE,FALSE,53.475383,-113.462284,Public
7185,Lendrum,11330 54 Avenue NW,T6H0V7,7804343588,lendrum@epsb.ca,http://lendrum.epsb.ca,Elementary,,,TRUE,FALSE,53.4906344,-113.5240144,Public
7730,Alberta School for the Deaf,6240 113 Street NW,T6H3L2,7804393323,abschdeaf@epsb.ca,http://asd.epsb.ca,Elementary,Junior,Senior,FALSE,FALSE,53.5009217,-113.5234108,Public
7151,Montrose,11931 62 Street NW,T5W4C7,7804712358,montrose@epsb.ca,http://montrose.epsb.ca,Elementary,,,FALSE,FALSE,53.5724416,-113.4368065,Public
7551,Britannia,16018 104 Avenue NW,T5P0S3,7804895300,britannia@epsb.ca,http://britannia.epsb.ca,Junior,,,FALSE,FALSE,53.5464256,-113.5977801,Public
7128,Grandview Heights,6225 127 Street NW,T6H3W8,7804341502,grandview@epsb.ca,http://grandview.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.4993199,-113.5473417,Public
7071,Jasper Place,8950 163 Street NW,T5R2P2,7804089000,jasper@epsb.ca,http://jasperplace.epsb.ca,Junior,Senior,,FALSE,FALSE,53.5260892,-113.602781,Public
7573,John D. Bracco,3150 139 Avenue NW,T5Y2P7,7804751760,jdbracco@epsb.ca,http://johndbracco.epsb.ca,Junior,,,FALSE,FALSE,53.602928,-113.3918427,Public
7263,Crawford Plains,4210 12 Avenue NW,T6L5V6,7804637211,crawfordplains@epsb.ca,http://crawford.epsb.ca,Elementary,,,FALSE,FALSE,53.44031,-113.4059932,Public
7170,Rutherford,8620 91 Street NW,T6C3N2,7804662891,rutherford@epsb.ca,http://rutherford.epsb.ca,Elementary,,,FALSE,FALSE,53.5221101,-113.4674519,Public
7275,Julia Kiniski,4304 41 Avenue NW,T6L5Y6,7804624622,jkiniski@epsb.ca,http://juliakiniski.epsb.ca,Elementary,,,FALSE,FALSE,53.4769706,-113.4067375,Public
7187,Princeton,7720 130 Avenue NW,T5C1Y2,7804762344,princeton@epsb.ca,http://princeton.epsb.ca,Elementary,,,FALSE,FALSE,53.5891755,-113.4591788,Public
7195,McKee,10725 51 Avenue NW,T6H0L3,7804357140,mckee@epsb.ca,http://mckee.epsb.ca,Elementary,,,FALSE,FALSE,53.4881872,-113.5090353,Public
7129,Grovenor,10345 144 Street NW,T5N2V3,7804550832,grovenor@epsb.ca,http://grovenor.epsb.ca,Elementary,,,FALSE,FALSE,53.5456984,-113.56916,Public
7243,Sweet Grass,11351 31 Avenue NW,T6J4T6,7804370367,sweetgrass@epsb.ca,http://sweetgrass.epsb.ca,Elementary,,,FALSE,FALSE,53.4638631,-113.5281877,Public
7544,Westmount,11124 130 Street NW,T5M0J2,7804528350,westmount@epsb.ca,http://westmount.epsb.ca,Junior,,,FALSE,FALSE,53.5593027,-113.5462473,Public
7542,Westglen,10950 127 Street NW,T5M0S7,7804543449,westglen@epsb.ca,http://westglen.epsb.ca,Elementary,,,FALSE,FALSE,53.5554834,-113.5411726,Public
7529,Parkallen,6703 112 Street NW,T6H3J9,7804348503,parkallen@epsb.ca,http://parkallen.epsb.ca,Elementary,,,FALSE,FALSE,53.5038958,-113.5200455,Public
7232,Rideau Park,10605 42 Avenue NW,T6J3Z9,7804370010,rideaupark@epsb.ca,http://rideaupark.epsb.ca,Elementary,,,FALSE,FALSE,53.4787932,-113.5045135,Public
7198,York,13915 61 Street NW,T5A1P3,7804766336,york@epsb.ca,http://york.epsb.ca,Elementary,,,FALSE,FALSE,53.6015289,-113.4355371,Public
17,Centre High,#200 - 10310 102 Avenue NW,T5J5A2,7804256753,centrehigh@epsb.ca,http://centrehigh.epsb.ca,Senior,,,FALSE,FALSE,53.5430077,-113.4975915,Public
7051,Eastglen,11430 68 Street NW,T5B1P1,7804791991,eastglen@epsb.ca,http://eastglen.epsb.ca,Senior,,,FALSE,FALSE,53.5682925,-113.445155,Public
7546,Kenilworth,7005 89 Avenue NW,T6B0N3,7804662104,kenilworth@epsb.ca,http://kenilworth.epsb.ca,Junior,,,TRUE,FALSE,53.5242574,-113.4353483,Public
7931,Meadowlark Christian,9825 158 Street NW,T5P2X4,7804836476,meadowlarkchristian@epsb.ca,http://meadowlarkchristian.epsb.ca,Elementary,Junior,,FALSE,FALSE,53.536518,-113.5937916,Public
325,Transitions at the Y,10211 105 Street NW,T5J1E3,7804295737,transitions.at.y@epsb.ca,http://outreach.epsb.ca,Special,,,FALSE,FALSE,53.543202,-113.501,Public
